subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG0_hjorth_activity,EXG0_hjorth_mobility,EXG0_hjorth_complexity,EXG0_delta,EXG0_theta,EXG0_alpha,EXG0_beta,EXG0_gamma,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,EXG1_hjorth_activity,EXG1_hjorth_mobility,EXG1_hjorth_complexity,EXG1_delta,EXG1_theta,EXG1_alpha,EXG1_beta,EXG1_gamma,label
fahri,2,125.996,126.992,3553341.059727048,5971709.488927502,35661314220146.77,-0.8402844162306434,0.4435314693887773,35661314220146.77,0.08692196233283266,4.115350034721314,4188454905596.956,204809470787.51382,100514346694.22275,76604456010.80998,13301.182516625433,-3553341.059727048,5971709.488927502,35661314220146.77,0.8402844162306431,0.44353146938877774,35661314220146.77,0.08692196233283268,4.115350034721314,4188454905596.956,204809470787.51385,100514346694.22278,76604456010.80995,13301.18251662479,terbang
fahri,2,126.996,192.988,-5996209.940277257,3222625.6688162433,10385316201313.34,0.5821445717336501,0.25833753388639424,10385316201313.34,0.15920740941328904,5.304480537394558,876454527056.9076,260896327960.33667,215459176178.85324,58269762861.832275,11370.003382347677,5996209.940277257,3222625.6688162433,10385316201313.34,-0.5821445717336501,0.25833753388639424,10385316201313.34,0.1592074094132891,5.304480537394558,876454527056.908,260896327960.3366,215459176178.85342,58269762861.83231,11370.003382344888,terbang
fahri,3,192.992,193.988,6152115.421659392,2364184.0652759513,5589366294504.724,0.028388803916937058,-0.6120809331819466,5589366294504.724,0.23203471421817176,1.840816290688397,620715288032.0461,315619730820.0416,372516525640.7788,39935226370.54234,9114.565228342017,-6152115.421659392,2364184.0652759513,5589366294504.724,-0.028388803916935986,-0.6120809331819483,5589366294504.724,0.23203471421817187,1.8408162906883963,620715288032.0464,315619730820.0415,372516525640.7788,39935226370.542366,9114.565228347768,terbang
fahri,3,193.992,194.988,-840302.7035133274,2966647.67704163,8800998439696.498,0.3329050953430642,-1.1515518649700665,8800998439696.498,0.1603789188893515,2.281803772318058,726106824854.7384,699713317894.4042,206900999634.40106,37316226644.77474,4155.27487706408,840302.7035133274,2966647.67704163,8800998439696.498,-0.3329050953430642,-1.1515518649700665,8800998439696.498,0.1603789188893515,2.2818037723180584,726106824854.7385,699713317894.404,206900999634.40103,37316226644.77475,4155.274877064997,terbang
fahri,3,194.992,195.988,217567.00521751583,2288419.57052889,5236864130779.63,0.5398138507348422,-0.5115466540468092,5236864130779.63,0.24918253625971798,1.712534580297981,1014775787364.5615,181603979015.21765,163819854783.17636,56512326575.908875,10117.729512398544,-217567.00521751595,2288419.57052889,5236864130779.629,-0.5398138507348424,-0.5115466540468083,5236864130779.629,0.24918253625971798,1.712534580297981,1014775787364.5614,181603979015.2176,163819854783.17636,56512326575.90886,10117.729512395974,terbang
fahri,3,195.992,196.988,729656.6728329816,2146744.095802347,4608510212862.236,-0.9065782007094393,0.7831290892798983,4608510212862.236,0.22392209293575943,1.854626974195591,996697895527.7465,227587722129.53564,196420790762.82602,70825477622.5832,6519.800086892124,-729656.6728329816,2146744.0958023467,4608510212862.235,0.9065782007094394,0.7831290892799005,4608510212862.235,0.22392209293575946,1.8546269741955912,996697895527.7466,227587722129.5357,196420790762.82608,70825477622.5832,6519.800086892852,terbang
fahri,3,196.992,197.988,-962819.9030407367,2482846.65702066,6164527522278.668,0.15791209134748602,-0.021655442827967608,6164527522278.668,0.22140562093004865,1.503063868602355,652880694320.533,74799669027.41609,172504257225.61987,67895077306.012505,4434.248455710015,962819.9030407367,2482846.65702066,6164527522278.668,-0.15791209134748616,-0.021655442827967164,6164527522278.668,0.22140562093004865,1.5030638686023554,652880694320.5331,74799669027.4161,172504257225.6198,67895077306.012505,4434.248455710492,terbang
fahri,3,197.992,198.988,-400594.34287122585,2309612.5825103107,5334310281289.947,-0.15851150168302822,-0.7036337111858657,5334310281289.947,0.1960938014075007,1.9459602368228823,690745699194.9529,330072497197.6875,176350014818.9156,45689100128.82672,3791.6388032877258,400594.34287122614,2309612.5825103107,5334310281289.946,0.15851150168302836,-0.7036337111858666,5334310281289.946,0.19609380140750068,1.9459602368228823,690745699194.9528,330072497197.6874,176350014818.91547,45689100128.826706,3791.638803283873,terbang
fahri,3,198.992,264.984,-2383028.040213406,1689519.7826914617,2854477096105.804,-0.13345483058126303,-0.592736906084744,2854477096105.804,0.23904711803335277,1.7687867591096427,346818765418.181,129782792148.09258,95470131559.30786,32460480375.24121,4112.560869854881,2383028.0402134066,1689519.782691462,2854477096105.8047,0.1334548305812628,-0.5927369060847449,2854477096105.8047,0.23904711803335282,1.7687867591096427,346818765418.181,129782792148.09258,95470131559.30785,32460480375.24121,4112.560869850705,terbang
fahri,4,264.988,265.984,345181.2625418989,2248135.3714427426,5054112648331.998,-0.004860323115246471,0.06430153954036433,5054112648331.998,0.19226456382958668,1.997953070541915,220409641077.35846,85487067899.09294,52480735765.3198,35072988692.286446,3172.6524460060928,-345181.2625418987,2248135.3714427426,5054112648331.998,0.0048603231152461015,0.06430153954036388,5054112648331.998,0.19226456382958668,1.997953070541915,220409641077.3584,85487067899.09299,52480735765.31979,35072988692.28645,3172.6524460041824,terbang
fahri,4,265.988,266.984,-2012753.6199526885,3448979.475885896,11895459425082.15,-0.3579770070980249,-0.6654168433993819,11895459425082.15,0.1028538060514168,3.2631294926319536,794567985835.1644,259940477206.9271,110971038833.97095,36989602765.812935,4925.949618853944,2012753.6199526882,3448979.4758858965,11895459425082.152,0.3579770070980248,-0.6654168433993815,11895459425082.152,0.10285380605141678,3.263129492631954,794567985835.1643,259940477206.92715,110971038833.97098,36989602765.81294,4925.949618852457,terbang
fahri,4,266.988,267.984,1809207.330602398,4702888.811430622,22117163172679.33,0.43343815797498847,-0.6486957083253673,22117163172679.33,0.08417713126356893,4.531718684818893,1062718859360.4268,130126505860.42668,88885142259.5781,24890110171.803783,6205.33175078963,-1809207.3306023981,4702888.811430622,22117163172679.33,-0.43343815797498847,-0.6486957083253673,22117163172679.33,0.08417713126356893,4.531718684818892,1062718859360.4272,130126505860.42673,88885142259.5781,24890110171.80378,6205.331750790892,terbang
fahri,4,267.988,268.984,1126863.8105816178,6221109.093017465,38702198347224.59,-0.10565048912465458,-1.5059813163529663,38702198347224.59,0.06785521940656204,5.561643460203272,3885475556395.5195,92552734435.84023,157972876726.02737,51090339520.26375,3699.332562206141,-1126863.8105816173,6221109.093017467,38702198347224.61,0.10565048912465404,-1.5059813163529674,38702198347224.61,0.06785521940656203,5.561643460203274,3885475556395.5195,92552734435.84018,157972876726.02734,51090339520.26377,3699.3325622079824,terbang
fahri,4,268.988,269.984,-5699742.73478935,5164567.65456439,26672759058572.727,0.7044446864435261,-0.38827199226244113,26672759058572.727,0.08440466211108862,3.7307649650123724,3255461565410.317,343449445313.04065,250959132575.36084,42967428866.63616,4282.030235494354,5699742.73478935,5164567.65456439,26672759058572.727,-0.7044446864435264,-0.38827199226244113,26672759058572.727,0.08440466211108859,3.7307649650123724,3255461565410.317,343449445313.04065,250959132575.36066,42967428866.63611,4282.030235500208,terbang
fahri,4,269.988,270.984,3857012.3281200617,3188598.537434658,10167160632930.44,0.16013529898522968,-1.0266929871035226,10167160632930.44,0.1349900273141077,2.644652070256185,2607136674332.4243,448785351016.37726,141157060190.1448,37742971407.57142,4306.6770490569725,-3857012.3281200617,3188598.537434658,10167160632930.44,-0.16013529898522968,-1.0266929871035224,10167160632930.44,0.1349900273141077,2.6446520702561855,2607136674332.424,448785351016.37714,141157060190.14474,37742971407.57141,4306.677049051595,terbang
fahri,4,270.988,336.98,4107079.6910382356,4302502.989501254,18511531974667.223,-0.3398716971725821,-0.6942563105572295,18511531974667.223,0.15461324178605393,5.795406769095027,2833473066087.82,154194159011.82288,249871003308.38492,92140836912.12122,24890.91082974486,-4107079.691038235,4302502.989501254,18511531974667.227,0.33987169717258175,-0.6942563105572304,18511531974667.227,0.15461324178605387,5.795406769095026,2833473066087.8213,154194159011.82272,249871003308.3851,92140836912.12125,24890.910829745706,terbang
fahri,5,336.984,337.98,-3575007.406572857,2879543.5070266365,8291770808859.262,-0.11340706667611182,-0.8090181256507099,8291770808859.262,0.1775876970271624,2.1500237804180906,780634868746.468,441019238171.90204,162924654777.0847,48495032596.4804,8693.202387233465,3575007.4065728565,2879543.507026637,8291770808859.263,0.11340706667611233,-0.8090181256507094,8291770808859.263,0.1775876970271624,2.1500237804180906,780634868746.4683,441019238171.902,162924654777.08472,48495032596.4804,8693.202387242836,terbang
