subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG0_hjorth_activity,EXG0_hjorth_mobility,EXG0_hjorth_complexity,EXG0_delta,EXG0_theta,EXG0_alpha,EXG0_beta,EXG0_gamma,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,EXG1_hjorth_activity,EXG1_hjorth_mobility,EXG1_hjorth_complexity,EXG1_delta,EXG1_theta,EXG1_alpha,EXG1_beta,EXG1_gamma,cca_corr_f8,cca_corr_f10,cca_corr_f12,cca_corr_f15,cca_corr_f20,cca_corr_f30,label
fahri,2.0,86.996,87.992,-269454.91049610625,1875170.5118382738,3516264448467.8135,0.11287343307818742,0.5925153802564105,3516264448467.8135,0.2593202890514369,1.4465603100132305,152806099149.6815,76031106756.28387,22344315125.76706,60449045774.24288,3442.326603197691,269454.91049610614,1875170.5118382738,3516264448467.8135,-0.11287343307818704,0.5925153802564105,3516264448467.8135,0.2593202890514369,1.4465603100132305,152806099149.68146,76031106756.28384,22344315125.76704,60449045774.242935,3442.326603199212,0.22570352985168265,0.08579575143834774,0.20446875005120382,0.40364418350327347,0.08423021896028789,0.0033885040440908144,belakang
fahri,2.0,87.996,88.992,-1102838.408665229,2701867.0407903926,7300085506109.432,-0.8272862179807651,0.5717993545083315,7300085506109.432,0.19889795090517604,1.94511634971817,686716091532.5165,113160327965.19003,100103987335.75018,101157637461.79984,6142.99537300556,1102838.4086652293,2701867.0407903926,7300085506109.432,0.8272862179807644,0.5717993545083315,7300085506109.432,0.198897950905176,1.9451163497181705,686716091532.5162,113160327965.18999,100103987335.75015,101157637461.7998,6142.995373007387,0.10131053705788624,0.0728723431212925,0.247176107089574,0.09360198847507205,0.06012513409681422,0.008228944829666207,belakang
fahri,2.0,88.996,89.992,-508282.100848863,1507451.0078071202,2272408540938.702,-0.1659425680443754,-0.009412667853528678,2272408540938.702,0.3162125718192289,1.231987181573906,111089668463.40381,39123105190.04974,41173685248.09845,78537889134.35828,8763.92074166585,508282.1008488631,1507451.0078071202,2272408540938.702,0.16594256804437532,-0.00941266785352779,2272408540938.702,0.3162125718192289,1.2319871815739059,111089668463.40381,39123105190.04973,41173685248.09846,78537889134.35828,8763.920741664866,0.1667934644698847,0.2652298673905719,0.280338281413036,0.1833892754422816,0.1264157698663517,0.023834553634198643,belakang
fahri,2.0,89.996,90.992,446894.21029973164,1836789.5773262277,3373795951374.262,0.20120229030747477,-0.14931655732263405,3373795951374.262,0.24861390902711838,1.6192407989443547,288535152773.9729,164379170155.73267,74256248024.28525,61678052819.89966,6992.4109998593785,-446894.21029973164,1836789.577326228,3373795951374.2627,-0.20120229030747497,-0.1493165573226345,3373795951374.2627,0.2486139090271184,1.619240798944355,288535152773.973,164379170155.7327,74256248024.28526,61678052819.89967,6992.410999861333,0.03368835867560046,0.25916645564980656,0.054351868298937775,0.16326060690847702,0.23799069428659766,0.00912066258152833,belakang
fahri,2.0,90.996,156.988,-26226.47825906518,1692609.908969753,2864928303942.595,-0.25552141145882473,-0.39674816605072527,2864928303942.595,0.31782122736059687,2.7174214198801256,127422923134.61035,119365058728.35661,105294729578.58174,60392293662.1961,9666.781660350047,26226.478259065123,1692609.9089697527,2864928303942.594,0.2555214114588246,-0.39674816605072216,2864928303942.594,0.3178212273605969,2.717421419880125,127422923134.61041,119365058728.35661,105294729578.58174,60392293662.196106,9666.78166034663,0.33662308964743687,0.12454882853217135,0.2826376071831127,0.07409727383404748,0.15841741405890328,0.025218351756468766,belakang
fahri,3.0,156.992,157.988,345843.1887239301,1864636.8026108174,3476870405650.692,0.03095613282613909,-0.6785122941972936,3476870405650.692,0.2358454720767225,1.695235128291675,113836150203.35803,305421241060.0117,148851982092.49622,64228116902.30313,7142.723488146314,-345843.18872393016,1864636.8026108174,3476870405650.692,-0.030956132826139245,-0.6785122941972941,3476870405650.692,0.2358454720767225,1.695235128291675,113836150203.35806,305421241060.01166,148851982092.49612,64228116902.30312,7142.723488142337,0.19942861260728062,0.08870491580122555,0.08493272074244011,0.23521349843286102,0.09449257015144687,0.0027997017468217133,belakang
fahri,3.0,157.992,158.988,-696512.7347948625,1911687.7637823897,3654550106195.314,0.37847476506004646,-0.0033009953393818847,3654550106195.314,0.20725313379098445,1.8521834616310933,252224903724.25757,123472606586.56348,107146591767.9058,60627964689.430534,4695.911089047602,696512.7347948627,1911687.7637823897,3654550106195.3135,-0.37847476506004674,-0.0033009953393814406,3654550106195.3135,0.20725313379098445,1.8521834616310935,252224903724.25757,123472606586.56348,107146591767.9058,60627964689.43055,4695.911089047524,0.10357292913027989,0.19072435118444006,0.1965150308545713,0.025613885643050293,0.051751825630727756,0.008386467699126654,belakang
fahri,3.0,158.992,159.988,471991.7478194653,1917310.9985182553,3676081465039.069,0.24725633747602693,-0.5328310215109529,3676081465039.069,0.23740243873914807,1.4764960501318292,250675147235.23587,488660619573.7975,91035557849.31343,58318789546.95298,3420.549085948367,-471991.74781946524,1917310.9985182553,3676081465039.069,-0.2472563374760271,-0.5328310215109524,3676081465039.069,0.23740243873914807,1.4764960501318292,250675147235.23596,488660619573.7975,91035557849.31342,58318789546.952995,3420.549085949274,0.2897054913584103,0.2943558167681199,0.1370448999391856,0.15710725663241557,0.0959615628283805,0.008132508155358919,belakang
fahri,3.0,159.992,160.988,1661570.877607701,2895273.595449029,8382609192504.349,0.056001404726221546,-0.7767571534524871,8382609192504.349,0.13750728247804192,2.554856441877239,524711291240.71497,224322063912.3143,224915704745.1895,30951685375.84624,6210.981580158565,-1661570.877607701,2895273.595449029,8382609192504.347,-0.05600140472622148,-0.7767571534524862,8382609192504.347,0.1375072824780419,2.5548564418772393,524711291240.7149,224322063912.31406,224915704745.18927,30951685375.846203,6210.981580151236,0.09347251313861409,0.27380566580545446,0.10236252789831624,0.11977849754289321,0.047465810441459574,0.011261037424020022,belakang
fahri,3.0,160.992,161.988,-1455199.1058540365,1927373.624078356,3714769086792.936,-0.32534936281376337,-0.3677633704166423,3714769086792.936,0.2887584284784929,1.444079913164575,281038186404.24786,145938126208.91644,60743867763.50449,77082669306.56548,15665.08736152657,1455199.1058540368,1927373.624078356,3714769086792.936,0.32534936281376314,-0.367763370416641,3714769086792.936,0.288758428478493,1.4440799131645745,281038186404.2478,145938126208.91644,60743867763.504456,77082669306.56554,15665.087361522235,0.22238341407427342,0.246948103449095,0.25638215457002445,0.26850558747123526,0.20035708449308184,0.007212108826731468,belakang
fahri,3.0,161.992,162.988,568031.2996926778,2352915.7366112405,5536212463592.816,0.055861775974533734,-0.7201259981895474,5536212463592.816,0.19782386400660248,1.8535544713663434,375358516164.8415,241742732484.05206,226890352818.71988,63872148293.77822,4429.220554766184,-568031.2996926778,2352915.7366112405,5536212463592.817,-0.05586177597453373,-0.7201259981895483,5536212463592.817,0.19782386400660248,1.8535544713663437,375358516164.84143,241742732484.052,226890352818.71997,63872148293.77822,4429.220554767673,0.09692808700350079,0.2261874676932858,0.08154172847470165,0.042045077981590524,0.04320011879223786,0.014223486652174079,belakang
fahri,3.0,162.992,228.984,1057807.3003591364,2211268.0731955697,4889706491534.048,-0.15249850700458586,0.22761847499511667,4889706491534.048,0.20067913457589787,3.2463042047351323,177890178951.3255,292057496904.951,19878891612.502365,43674245501.48644,6152.73445931724,-1057807.3003591364,2211268.0731955697,4889706491534.048,0.15249850700458617,0.22761847499511623,4889706491534.048,0.20067913457589787,3.246304204735132,177890178951.32547,292057496904.95087,19878891612.502365,43674245501.48645,6152.734459316257,0.05151063815430972,0.05754392555518646,0.13018707049988404,0.12474482951943643,0.11476472421316213,0.012756175136151546,belakang
fahri,4.0,228.988,229.984,312929.9920073864,2440428.935571518,5955693389574.73,0.549170052492264,0.35947929091317254,5955693389574.73,0.20362985579407752,1.7015981877203818,1373370944061.8281,623914774220.1488,134895865951.54483,119575321967.54083,5914.830382941536,-312929.99200738635,2440428.935571518,5955693389574.73,-0.5491700524922644,0.35947929091317343,5955693389574.73,0.20362985579407752,1.7015981877203823,1373370944061.8281,623914774220.1488,134895865951.5448,119575321967.54083,5914.830382937676,0.09642233666338333,0.20979405383755706,0.22313957675859508,0.07570172921372653,0.02426121162240487,0.015170298435281093,belakang
fahri,4.0,229.988,230.984,1526201.618677653,3920538.854402047,15370624908876.115,-0.7142951483642027,-0.621512987438058,15370624908876.115,0.14434384659788457,2.667508446467862,1359178632816.9768,320264780748.58875,199940469945.11157,71212130312.70715,5603.124338527041,-1526201.618677653,3920538.854402047,15370624908876.115,0.7142951483642028,-0.621512987438058,15370624908876.115,0.14434384659788457,2.6675084464678616,1359178632816.9768,320264780748.5888,199940469945.1116,71212130312.70714,5603.124338523154,0.1957391035918098,0.11332512503945905,0.11447153710297038,0.0604053833782198,0.04516296524358195,0.01802177489709318,belakang
fahri,4.0,230.988,231.984,-4727652.369325058,2416224.4274887526,5838140483993.35,0.02023877918247117,-0.22325914881357445,5838140483993.35,0.20169558082018194,2.0512785396976136,553763277829.5815,258283638870.74713,78475320337.41191,56134127945.74675,5427.271117446226,4727652.369325058,2416224.427488752,5838140483993.349,-0.020238779182471096,-0.2232591488135749,5838140483993.349,0.20169558082018194,2.0512785396976136,553763277829.5813,258283638870.74713,78475320337.4119,56134127945.74675,5427.271117450509,0.06838036025652999,0.16964281518049013,0.11648565687366608,0.02396881174492907,0.03809811814120719,0.0033473557284518273,belakang
fahri,4.0,231.988,232.984,1260153.6492159057,7525176.14163948,56628275962700.055,-0.7089150349126243,-1.059057205835844,56628275962700.055,0.06027571611959963,5.822561711014139,4976179943073.279,460296177632.1172,85492457678.13278,48469365237.53055,4748.839482360204,-1260153.6492159048,7525176.14163948,56628275962700.06,0.7089150349126245,-1.0590572058358436,56628275962700.06,0.06027571611959961,5.822561711014137,4976179943073.281,460296177632.1173,85492457678.13277,48469365237.53051,4748.839482356056,0.07665615109404054,0.02746064572799711,0.06269592033057803,0.04035485454659928,0.013798002605199571,0.014496305102738546,belakang
fahri,4.0,232.988,233.984,3547925.7920140116,3026610.1549976394,9160369030334.836,-0.16766492000579625,-0.9697515056389978,9160369030334.836,0.1380061318339785,2.5184524904814034,1714426944239.3914,174454222405.5139,241961452423.4457,42159462878.51509,7349.338845594613,-3547925.7920140116,3026610.15499764,9160369030334.838,0.16766492000579594,-0.9697515056389978,9160369030334.838,0.1380061318339785,2.5184524904814034,1714426944239.3914,174454222405.51392,241961452423.4457,42159462878.515076,7349.338845598362,0.04065479545972898,0.06056546859604948,0.12574813281966643,0.1381248002350362,0.08441694438000316,0.009193138091712549,belakang
fahri,4.0,233.988,234.984,33353.23064152241,7601558.162334227,57783686495350.11,0.03199687887836338,-1.6402664154062987,57783686495350.11,0.07252569652847601,5.433661002006137,8266524413121.25,630910804834.1481,121381603420.20312,75979910647.05757,23544.06009739415,-33353.23064152241,7601558.162334226,57783686495350.09,-0.031996878878363395,-1.6402664154062983,57783686495350.09,0.07252569652847601,5.433661002006136,8266524413121.247,630910804834.1478,121381603420.20328,75979910647.05756,23544.060097371283,0.03688058555087792,0.021706173564372787,0.08514274512704884,0.038610509816107905,0.02679090430705149,0.01720709249776603,belakang
fahri,4.0,234.988,300.98,384006.8747165887,2303022.7878537457,5303913961373.64,-0.42093827406934686,0.3195008365748939,5303913961373.64,0.2816211407721377,3.3949898155032256,637038054696.1716,316535699336.71106,288231745130.4777,56567772913.623055,16895.742108150036,-384006.87471658876,2303022.7878537457,5303913961373.64,0.420938274069347,0.3195008365748939,5303913961373.64,0.2816211407721377,3.394989815503226,637038054696.1714,316535699336.711,288231745130.47766,56567772913.62305,16895.742108152066,0.20930185814190982,0.12014300771096283,0.20275136054508572,0.19589028806824849,0.07545189806817153,0.05258529222282044,belakang
fahri,5.0,300.984,301.98,50093.66921725456,1758941.7096183863,3093875937835.252,-0.060093215781874314,-0.22104325196162478,3093875937835.252,0.28532123099874823,1.388333748822255,177978845305.77542,38715686269.91766,122083105485.63754,61270106368.91367,5515.929653881645,-50093.66921725446,1758941.7096183863,3093875937835.252,0.060093215781874404,-0.22104325196162478,3093875937835.252,0.28532123099874823,1.3883337488222547,177978845305.77536,38715686269.91765,122083105485.63754,61270106368.91367,5515.929653879376,0.14376964374209633,0.09627254359947454,0.2047471285610926,0.08924473202029477,0.13158313716850156,0.006461214574827462,belakang
fahri,5.0,301.984,302.98,-1723867.5437199287,2259279.2088928563,5104342543735.53,-0.46656296855924156,-0.41111100944207735,5104342543735.53,0.20722286390463782,2.096558556098438,542517906378.7284,113310145351.88657,101356700234.15129,72169427866.68909,11640.78613089482,1723867.5437199287,2259279.208892856,5104342543735.529,0.46656296855924184,-0.41111100944207735,5104342543735.529,0.20722286390463784,2.0965585560984374,542517906378.7283,113310145351.88657,101356700234.15126,72169427866.68907,11640.786130892857,0.12593262103197325,0.16230889621768335,0.12626657977681313,0.03344950307084385,0.20447856621318478,0.031127585067903293,belakang
fahri,5.0,302.984,303.98,257121.93446517945,4195791.656403254,17604667623943.16,-0.4088819257193684,-1.1439397832769198,17604667623943.16,0.08918906147310629,4.014871630144671,2077822099001.5796,147541728196.88553,204559033024.80093,24776588545.425087,9464.979627085562,-257121.93446517945,4195791.656403254,17604667623943.16,0.4088819257193684,-1.14393978327692,17604667623943.16,0.08918906147310628,4.014871630144668,2077822099001.5798,147541728196.88544,204559033024.80103,24776588545.4251,9464.979627087352,0.13898646492702918,0.17589526771926647,0.03802339168945475,0.023675569966880104,0.03932456151319079,0.019776071333258614,belakang
fahri,5.0,303.984,304.98,2280222.808832806,2432374.2018249133,5916444257703.384,-0.4877899730494027,0.4361974552432737,5916444257703.384,0.2117663200981501,1.669583971532255,648314788295.5563,1155186481095.1392,205673003234.6131,65340734814.790825,4810.203771500906,-2280222.8088328065,2432374.2018249133,5916444257703.384,0.4877899730494032,0.4361974552432746,5916444257703.384,0.2117663200981501,1.669583971532255,648314788295.5563,1155186481095.139,205673003234.61304,65340734814.79081,4810.203771501492,0.10746336206047791,0.14360733864935274,0.07238906512967565,0.17870925658473855,0.08747541221796974,0.00741794812062041,belakang
fahri,5.0,304.984,305.98,-855277.5124147772,2291143.6473883986,5249339212968.215,0.3626697855395317,-0.7129986687017973,5249339212968.215,0.22739061737414845,1.8573586623809033,377235902738.65393,167633392127.01147,80662940652.44942,75960228654.58734,11473.292150447787,855277.5124147772,2291143.6473883986,5249339212968.216,-0.36266978553953194,-0.7129986687017977,5249339212968.216,0.22739061737414845,1.8573586623809033,377235902738.65393,167633392127.01144,80662940652.44946,75960228654.58737,11473.292150445404,0.2827084998020275,0.25225708805843267,0.0537483552777313,0.055476477513422766,0.1019569822939259,0.02116799050335103,belakang
fahri,5.0,305.984,306.98,-1148248.5114975993,1595266.3610707854,2544874762764.026,0.30131125364457106,-0.08752326280269296,2544874762764.026,0.2707496699064893,1.4713914696888037,210106155312.7577,43178463820.75995,92902530402.14749,41694163109.45441,4816.654344125242,1148248.5114975993,1595266.3610707854,2544874762764.026,-0.30131125364457095,-0.08752326280269296,2544874762764.026,0.27074966990648924,1.471391469688804,210106155312.7577,43178463820.75993,92902530402.14749,41694163109.45442,4816.65434412515,0.14495353340965553,0.3520200330372786,0.15664590169434858,0.10645519798571476,0.10272458473458564,0.00926174927456558,belakang
fahri,5.0,306.984,12.976,-148433753.25347167,1579498994.5876305,2.494817073903336e+18,0.765684443995295,0.9771367907437485,2.494817073903336e+18,0.34156846376990796,1.5168884446665811,1.0694529333990475e+17,6.161809336411845e+16,1.0189439848137054e+17,7.0857743610385096e+16,26675808910.084072,148433753.25347167,1579498994.5876305,2.494817073903336e+18,-0.765684443995295,0.9771367907437494,2.494817073903336e+18,0.34156846376990796,1.5168884446665811,1.0694529333990475e+17,6.161809336411845e+16,1.0189439848137054e+17,7.0857743610385096e+16,26675808910.08233,0.27132831060282037,0.17323531787416804,0.1836448236820852,0.13560718502355398,0.3575922960623022,0.0075215812585236776,belakang
sultan,1.0,12.98,13.976,215247794.31924814,1755466466.3416154,3.0816625144499185e+18,0.3931582391448921,-0.19329432691271498,3.0816625144499185e+18,0.32668761240670174,1.2325552323596436,2.4858476459669724e+16,7.015303233233156e+16,4.893482157959054e+16,1.1519757191776384e+17,29320199814.760628,-215247794.31924817,1755466466.3416154,3.0816625144499185e+18,-0.3931582391448923,-0.19329432691271498,3.0816625144499185e+18,0.32668761240670174,1.2325552323596434,2.485847645966973e+16,7.015303233233157e+16,4.893482157959053e+16,1.1519757191776389e+17,29320199814.758446,0.22853814003443584,0.2603566404570636,0.18473698681745876,0.3483814778333332,0.09887102046294603,0.00791596205700739,belakang
sultan,1.0,13.98,14.976,-199793253.531371,1682129211.9909964,2.8295586858334505e+18,0.38092177660457954,0.5677311640854534,2.8295586858334505e+18,0.2868078969392313,1.5044041604687137,8.940367122183715e+16,2.5652394783979e+17,7.117361980853423e+16,5.831416247363846e+16,41092791572.61667,199793253.531371,1682129211.9909964,2.8295586858334505e+18,-0.3809217766045795,0.5677311640854534,2.8295586858334505e+18,0.2868078969392313,1.504404160468714,8.940367122183714e+16,2.5652394783978998e+17,7.117361980853423e+16,5.831416247363846e+16,41092791572.620964,0.14909140863421766,0.04489821274957818,0.11750341054609088,0.2387967613437952,0.1771377245761119,0.020616937462578772,belakang
sultan,1.0,14.98,15.976,63708117.262320615,1501696981.3142107,2.2550938236882125e+18,0.3795946174595289,-0.0990490367189949,2.2550938236882125e+18,0.2996704442095442,1.3899259916548223,2.1403306453056112e+17,1.3973951266226998e+17,9.259437317537998e+16,3.1141063731465828e+16,50057295744.071594,-63708117.26232063,1501696981.3142107,2.2550938236882125e+18,-0.3795946174595289,-0.0990490367189949,2.2550938236882125e+18,0.29967044420954414,1.3899259916548228,2.140330645305611e+17,1.3973951266226995e+17,9.259437317537998e+16,3.1141063731465836e+16,50057295744.07182,0.3188442202052028,0.12194645174426082,0.21470283808297597,0.3083326668315472,0.17696666387537685,0.0035603033384906976,belakang
sultan,1.0,15.98,16.976,-74206649.38543975,1788713023.8860223,3.1994942818194775e+18,0.9878012084160203,1.1132764323076563,3.1994942818194775e+18,0.3240669671107562,1.3022443990529977,1.0944087024963222e+17,1.3107295634695523e+17,9.10190921716895e+16,7.79185691363587e+16,30126068537.820328,74206649.38543972,1788713023.8860223,3.1994942818194775e+18,-0.9878012084160203,1.1132764323076572,3.1994942818194775e+18,0.32406696711075617,1.3022443990529982,1.0944087024963226e+17,1.3107295634695523e+17,9.101909217168952e+16,7.79185691363587e+16,30126068537.820892,0.21518145329697702,0.17171648799020978,0.1256196402198396,0.20835416709601343,0.25728407761222605,0.023789716449698663,belakang
sultan,1.0,16.98,17.976,89981366.18231134,2410891424.8785853,5.812397462553096e+18,0.3106588367726737,0.4782526492693675,5.812397462553096e+18,0.33168022578421275,1.2827854008866684,1.23043470243699e+17,2.4601976782301405e+17,3.9983354221878995e+17,1.809813489199155e+17,48126642829.67883,-89981366.1823113,2410891424.8785853,5.812397462553095e+18,-0.310658836772674,0.4782526492693684,5.812397462553095e+18,0.33168022578421275,1.2827854008866684,1.2304347024369899e+17,2.4601976782301398e+17,3.9983354221879e+17,1.8098134891991542e+17,48126642829.6814,0.21787432197436948,0.09301219020813134,0.2535601188107782,0.16901417766589344,0.29400624209285875,0.007971461931887582,belakang
sultan,1.0,17.98,18.976,-142459149.07509688,1562766626.609123,2.4422395292432584e+18,0.4857583583139178,-0.08398221803372419,2.4422395292432584e+18,0.30593147654339936,1.2395888147711123,1.0392175776480051e+17,4.6850057895878376e+16,6.67477029714688e+16,6.1088880093657304e+16,37961322955.05772,142459149.07509688,1562766626.609123,2.4422395292432584e+18,-0.4857583583139176,-0.08398221803372419,2.4422395292432584e+18,0.3059314765433993,1.2395888147711125,1.0392175776480051e+17,4.685005789587838e+16,6.67477029714688e+16,6.108888009365729e+16,37961322955.05597,0.2196347361152523,0.23824482208929812,0.07576109454429408,0.1541563815179007,0.048200168147740745,0.034592313157400426,belakang
sultan,1.0,18.98,84.972,83848823.01002671,1577957593.4088042,2.489950166596505e+18,0.4936137157944264,0.30963486666821183,2.489950166596505e+18,0.3882518130050498,1.5218588580862922,7.418599637911104e+16,1.560244235797113e+17,8.899814364228482e+16,1.1860345816780974e+17,47907940386.99408,-83848823.01002674,1577957593.408804,2.4899501665965046e+18,-0.4936137157944269,0.30963486666821316,2.4899501665965046e+18,0.38825181300504985,1.521858858086291,7.418599637911104e+16,1.560244235797113e+17,8.899814364228482e+16,1.1860345816780974e+17,47907940386.994255,0.2887068128645823,0.2802971098500915,0.0327271912767636,0.1110693159887261,0.3039587597992204,0.024345256920086815,belakang
sultan,2.0,84.976,85.972,84516938.2850393,1451675170.546488,2.1073608007811753e+18,0.7329941679033893,0.10740636225460598,2.1073608007811753e+18,0.28948035637255487,1.3366527226905651,2.504901184235056e+16,3.477570676318627e+16,1.0581466191132843e+17,3.849077233361628e+16,38328432024.18941,-84516938.28503928,1451675170.546488,2.1073608007811753e+18,-0.7329941679033893,0.10740636225460598,2.1073608007811753e+18,0.28948035637255487,1.3366527226905651,2.504901184235056e+16,3.4775706763186264e+16,1.0581466191132845e+17,3.849077233361629e+16,38328432024.19155,0.162725866550756,0.14748018882629055,0.2562679104599868,0.44103954453794214,0.1667470620340298,0.024396318353131524,belakang
