subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG0_hjorth_activity,EXG0_hjorth_mobility,EXG0_hjorth_complexity,EXG0_delta,EXG0_theta,EXG0_alpha,EXG0_beta,EXG0_gamma,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,EXG1_hjorth_activity,EXG1_hjorth_mobility,EXG1_hjorth_complexity,EXG1_delta,EXG1_theta,EXG1_alpha,EXG1_beta,EXG1_gamma,label
fahri,4,246.988,312.98,1713401.39350891,2403736.137180115,5777947417185.58,0.1025229103735991,0.9581742801478121,5777947417185.58,0.17800239128068515,2.700442747482765,309778051062.496,249510201257.01385,102965170520.4927,31495045940.976204,3269.822723584769,-1713401.39350891,2403736.137180115,5777947417185.58,-0.1025229103735991,0.9581742801478121,5777947417185.58,0.17800239128068515,2.700442747482765,309778051062.496,249510201257.01392,102965170520.4927,31495045940.976208,3269.8227235849595,kanan
fahri,5,312.984,313.98,-1468043.525473423,1981535.6684893216,3926483605495.423,-0.1597491220249758,-0.5226298855309084,3926483605495.423,0.28024774374004896,1.5525744263360028,653631068009.2068,259409006766.54907,114475035556.61087,72204946384.92119,8826.03148567654,1468043.525473423,1981535.6684893216,3926483605495.4224,0.15974912202497585,-0.5226298855309075,3926483605495.4224,0.28024774374004896,1.5525744263360026,653631068009.2067,259409006766.54907,114475035556.61087,72204946384.92119,8826.031485683687,kanan
fahri,5,313.984,314.98,-159438.9885002499,1710770.4188342006,2926735425958.1465,0.0559019192296576,-0.9543482403185783,2926735425958.1465,0.24839319530991671,1.5119420597394186,85124039128.76807,295628912962.3476,90296787180.67017,55007583061.18345,7835.526779473452,159438.98850024998,1710770.4188342008,2926735425958.147,-0.05590191922965763,-0.9543482403185792,2926735425958.147,0.24839319530991666,1.5119420597394193,85124039128.76807,295628912962.34766,90296787180.6702,55007583061.183464,7835.5267794723,kanan
fahri,5,314.984,315.98,-221116.07400449645,2689556.6382959806,7233714910601.978,0.5249329213614721,0.7686324989613751,7233714910601.978,0.22726746314635807,1.601211359820847,746878805437.6667,143014191936.4064,123534109993.17593,102687499563.85771,3931.1058316375347,221116.07400449624,2689556.6382959806,7233714910601.977,-0.5249329213614717,0.7686324989613755,7233714910601.977,0.2272674631463581,1.6012113598208466,746878805437.6666,143014191936.4064,123534109993.17587,102687499563.85771,3931.105831642585,kanan
fahri,5,315.984,316.98,-1849017.5510854935,2355418.9809757136,5547998575940.668,-0.35739590844046193,-0.4059970905138841,5547998575940.668,0.23277542291015083,1.6557525578380816,468184174613.40436,269539759989.6128,258418534392.4046,105215465372.94739,4268.370030943084,1849017.5510854933,2355418.9809757136,5547998575940.669,0.35739590844046165,-0.405997090513885,5547998575940.669,0.2327754229101508,1.6557525578380814,468184174613.4044,269539759989.61285,258418534392.40472,105215465372.94737,4268.370030941395,kanan
fahri,5,316.984,317.98,1853465.567770927,2247146.832400662,5049668886368.328,0.08057254990219061,-0.5209275517465217,5049668886368.328,0.22234828015283004,1.7369486516219717,431579054703.7203,214425416193.74823,388208276810.01196,44944976648.401794,10353.243489582033,-1853465.567770927,2247146.832400662,5049668886368.328,-0.0805725499021907,-0.5209275517465222,5049668886368.328,0.22234828015283004,1.7369486516219717,431579054703.7202,214425416193.74826,388208276810.0121,44944976648.401794,10353.243489582945,kanan
fahri,5,317.984,318.98,657361.5978736103,1620202.7499435807,2625056950924.741,-0.411818942939523,0.6446249674565268,2625056950924.741,0.24495204887315902,1.6102722831616108,149693222931.5348,118557743828.91597,137086551748.65964,36622611894.56402,4647.721999862594,-657361.5978736102,1620202.7499435805,2625056950924.74,0.41181894293952287,0.6446249674565299,2625056950924.74,0.2449520488731591,1.61027228316161,149693222931.5348,118557743828.91597,137086551748.6597,36622611894.564026,4647.721999868745,kanan
fahri,5,318.984,24.976,-183168127.39467412,1457188479.6285841,2.1233982651622643e+18,-0.0441746441798196,-0.4603172491379155,2.1233982651622643e+18,0.3529255579111994,1.3436571975540954,4.2349151204372984e+16,2.976764024718387e+16,1.581757423931426e+17,5.78475869339638e+16,56308170794.69506,183168127.39467412,1457188479.6285841,2.1233982651622643e+18,0.04417464417981965,-0.4603172491379155,2.1233982651622643e+18,0.35292555791119934,1.343657197554096,4.234915120437298e+16,2.9767640247183864e+16,1.581757423931426e+17,5.784758693396379e+16,56308170794.690445,kanan
sultan,1,24.98,25.976,47335314.68185265,1820184954.137041,3.313073267266862e+18,0.695771756650191,0.40018698994342516,3.313073267266862e+18,0.383448818976482,1.2172721956156718,3.744213348151319e+16,2.370627304193849e+16,5.088519486593742e+16,1.2210857653970254e+17,34960665559.05417,-47335314.68185267,1820184954.137041,3.3130732672668626e+18,-0.695771756650191,0.4001869899434247,3.3130732672668626e+18,0.383448818976482,1.2172721956156718,3.744213348151318e+16,2.370627304193849e+16,5.0885194865937416e+16,1.2210857653970258e+17,34960665559.05188,kanan
sultan,1,25.98,26.976,37793694.03992534,1666804235.2333298,2.7782363585917655e+18,0.313346693164131,-0.29938304645054936,2.7782363585917655e+18,0.2698591773648099,1.5317888543933584,1.490016247950495e+17,1.2186253608067602e+17,9.25684869917032e+16,5.4798058795644824e+16,43889394783.94873,-37793694.03992532,1666804235.2333298,2.7782363585917655e+18,-0.3133466931641313,-0.29938304645054936,2.7782363585917655e+18,0.2698591773648099,1.5317888543933584,1.490016247950495e+17,1.2186253608067602e+17,9.25684869917032e+16,5.4798058795644824e+16,43889394783.94606,kanan
